"","subject","sentence","sentence_id","animacy","number","definiteness","tense","aspect","sentence.length","modal","be.have","response"
"1645","football","A football is used in every match.",4021,"inanimate","singular","indefinite","present","simple",5,"no","no","generic"
"1646","skunk","The skunk scared the children.",4022,"animate","singular","definite","past","simple",3,"no","no","non.generic"
"1647","peacock","A peacock looked for a mate.",4023,"animate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1648","boat","Boats raced across the lake.",4024,"inanimate","plural","indefinite","past","simple",4,"no","no","non.generic"
"1649","bed","The beds were pushed together.",4025,"inanimate","plural","definite","past","simple",3,"no","no","non.generic"
"1650","tire","Tires cost a lot of money.",4026,"inanimate","plural","indefinite","past","simple",5,"no","no","generic"
"1651","cheetah","The cheetah ran very fast.",4027,"animate","singular","definite","past","simple",3,"no","no","non.generic"
"1652","dog","A dog jumped over a fox.",4029,"animate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1653","toilet","The toilet is broken.",4032,"inanimate","singular","definite","present","simple",2,"no","no","non.generic"
"1654","marble","A marble rolled down the hill.",4033,"inanimate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1655","squirrel","The squirrel ran around the log.",4036,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"1656","fence","The fence was painted white.",4037,"inanimate","singular","definite","past","simple",3,"no","no","non.generic"
"1657","shirt","A shirt hung in his closet.",4038,"inanimate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1658","butterfly","Butterflies tickle my nose.",4039,"animate","plural","indefinite","present","simple",3,"no","no","generic"
"1659","dolphin","The dolphins did backflips.",4040,"animate","plural","definite","past","simple",2,"no","no","non.generic"
"1660","bear","A bear can crush a tree.",4041,"animate","singular","indefinite","present","simple",4,"yes","no","generic"
"1661","cat","The cat caught the mouse.",4042,"animate","singular","definite","past","simple",3,"no","no","non.generic"
"1662","lamp","The lamp won't turn off.",4043,"inanimate","singular","definite","present","simple",3,"yes","no","non.generic"
"1663","kite","The kite got stuck in a tree.",4045,"inanimate","singular","definite","past","simple",5,"no","no","non.generic"
"1664","panda","A panda was kept in the zoo.",4047,"animate","singular","indefinite","past","simple",5,"no","no","non.generic"
"1665","knife","The knife cut  into his flesh.",4048,"inanimate","singular","definite","past","simple",5,"no","no","non.generic"
"1666","fox","Foxes tricked the farmers.",4049,"animate","plural","indefinite","past","simple",3,"no","no","non.generic"
"1667","zipper","The zippers got stuck.",4051,"inanimate","plural","definite","past","simple",2,"no","no","non.generic"
"1668","clock","Clocks make annoying ticking noises.",4054,"inanimate","plural","indefinite","present","simple",4,"no","no","generic"
"1669","rabbit","The rabbits ran down their hole.",4055,"animate","plural","definite","past","simple",4,"no","no","non.generic"
"1670","chair","Chairs are needed for the cafeteria.",4057,"inanimate","plural","indefinite","present","simple",5,"no","no","generic"
"1671","camel","The camels smelled awful.",4058,"animate","plural","definite","past","simple",2,"no","no","non.generic"
"1672","owl","An owl hoots in the night.",4059,"animate","singular","indefinite","present","simple",4,"no","no","non.generic"
"1673","lion","The lion slept all day.",4061,"animate","singular","definite","past","simple",3,"no","no","non.generic"
"1674","owl","Owls were perched in the barn.",4110,"animate","plural","indefinite","past","simple",5,"no","no","non.generic"
"1675","cat","The cat was curled into a ball.",4115,"animate","singular","definite","past","simple",5,"no","no","non.generic"
"1676","cheetah","A cheetah pounced on a butterfly.",4117,"animate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1677","guitar","Guitars make beautiful music.",4118,"inanimate","plural","indefinite","present","simple",3,"no","no","generic"
"1678","butterfly","A butterfly gracefully landed on the flower.",4123,"animate","singular","indefinite","past","simple",5,"no","no","non.generic"
"1679","elephant","The elephant mates for life.",4124,"animate","singular","definite","present","simple",3,"no","no","generic"
"1680","chair","A chair was brought to the table.",4127,"inanimate","singular","indefinite","past","simple",5,"no","no","non.generic"
"1681","bear","The bears found goldilocks in their house.",4129,"animate","plural","definite","past","simple",5,"no","no","non.generic"
"1682","cow","The cow jumped over the moon.",4133,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"1683","knife","The knife cut the cheese.",4143,"inanimate","singular","definite","past","simple",3,"no","no","non.generic"
"1684","camel","The camels walked in the desert.",4144,"animate","plural","definite","past","simple",4,"no","no","non.generic"
"1685","bicycle","A bicycle rode by the window.",4152,"inanimate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1686","cow","Cows like to eat hay.",4156,"animate","plural","indefinite","present","simple",4,"no","no","generic"
"1687","pigeon","A pigeon flies in the sky.",4160,"animate","singular","indefinite","present","simple",4,"no","no","non.generic"
"1688","knife","Knives are used to cut meat.",4161,"inanimate","plural","indefinite","present","simple",5,"no","no","generic"
"1689","turtle","Turtles walk very slowly.",4164,"animate","plural","indefinite","present","simple",3,"no","no","generic"
"1690","butterfly","Butterflies start off as a caterpillar.",4170,"animate","plural","indefinite","present","simple",5,"no","no","generic"
"1691","trumpet","The trumpet sounded beautiful at the concert.",4172,"inanimate","singular","definite","past","simple",5,"no","no","non.generic"
"1692","shark","Sharks live in the oceans.",4173,"animate","plural","indefinite","present","simple",4,"no","no","generic"
"1693","guitar","The guitars are stored in the closest.",4178,"inanimate","plural","definite","present","simple",5,"no","no","non.generic"
"1694","toilet","Toilets are sold at the store.",4179,"inanimate","plural","indefinite","present","simple",5,"no","no","generic"
"1695","light bulb","A light bulb helps light up a room.",4181,"inanimate","singular","indefinite","present","simple",5,"no","no","generic"
"1696","zipper","The zippers on the backpack keep breaking.",4187,"inanimate","plural","definite","present","simple",5,"no","no","non.generic"
"1697","dolphin","The dolphins swam in the ocean.",4201,"animate","plural","definite","present","simple",4,"no","no","generic"
"1698","camel","The camel stores water in its hump.",4205,"animate","singular","definite","present","simple",5,"no","no","generic"
"1699","computer","Computers make life easier.",4209,"inanimate","plural","indefinite","present","simple",3,"no","no","generic"
"1700","zipper","The zippers are sewn into the pockets.",4211,"inanimate","plural","definite","present","simple",5,"no","no","non.generic"
"1701","television","The television was left on.",4214,"inanimate","singular","definite","past","simple",3,"no","no","non.generic"
"1702","football","The football flies through the air",4215,"inanimate","singular","definite","present","simple",4,"no","no","non.generic"
"1703","shark","A shark swims effortlessly through the water.",4216,"animate","singular","indefinite","present","simple",5,"no","no","generic"
"1704","shirt","Shirts hang on the clothes line.",4217,"inanimate","plural","indefinite","present","simple",5,"no","no","non.generic"
"1705","turtle","The turtle eats lettuce",4220,"animate","singular","definite","present","simple",2,"no","no","non.generic"
"1706","light bulb","Light bulbs burn out quick",4221,"inanimate","plural","indefinite","present","simple",3,"no","no","generic"
"1707","dolphin","The dolphins fly through the air",4222,"animate","plural","definite","present","simple",4,"no","no","non.generic"
"1708","clock","The clocks tick simultaneously.",4228,"inanimate","plural","definite","present","simple",2,"no","no","non.generic"
"1709","skunk","The skunk smells bad",4229,"animate","singular","definite","present","simple",2,"no","no","generic"
"1710","owl","An owl hoots from a tree",4230,"animate","singular","indefinite","present","simple",4,"no","no","non.generic"
"1711","chair","The chairs are stakced",4231,"inanimate","plural","definite","present","simple",2,"no","no","non.generic"
"1712","lion","The lion roars loudly",4232,"animate","singular","definite","present","simple",2,"no","no","non.generic"
"1713","piano","The pianos play beautiful songs",4234,"inanimate","plural","definite","present","simple",3,"no","no","non.generic"
"1714","guitar","A guitar can make music.",4245,"inanimate","singular","indefinite","present","simple",3,"yes","no","generic"
"1715","marble","The marble rolled under the fridge.",4248,"inanimate","singular","definite","past","simple",4,"no","no","non.generic"
"1716","skunk","The skunk ran across the road. ",4249,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"1717","turtle","The turtles are protected on the beach. ",4250,"animate","plural","definite","present","simple",5,"no","no","non.generic"
"1718","fence","Fences separate neighbors. ",4251,"inanimate","plural","indefinite","present","simple",2,"no","no","non.generic"
"1719","cheetah","A cheetah ran after its prey. ",4254,"animate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1720","light bulb","The light bulb burned out. ",4255,"inanimate","singular","definite","past","simple",2,"no","no","non.generic"
"1721","toilet","The toilet kept running. ",4265,"inanimate","singular","definite","past","simple",2,"no","no","non.generic"
"1722","football","The football needed to be pumped up. ",4267,"inanimate","singular","definite","past","simple",5,"no","no","non.generic"
"1723","marble","A marble rolled under the sofa. ",4269,"inanimate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1724","penguin","Penguins look like they're wearing tuxedos. ",4272,"animate","plural","indefinite","present","simple",5,"no","no","generic"
"1725","cow","The cow roamed around the field. ",4273,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"1726","squirrel","The squirrels teased the cats. ",4275,"animate","plural","definite","past","simple",3,"no","no","non.generic"
"1727","pigeon","The pigeon landed on the car.",4276,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"1728","gorilla","A gorilla lives in the zoo. ",4277,"animate","singular","indefinite","present","simple",4,"no","no","generic"
"1729","rabbit","The rabbits ran freely in the neighborhood.",4280,"animate","plural","definite","past","simple",5,"no","no","non.generic"
